jaar,niscode,aantal_huishoudleden,aantal
2025,24109,1,1903
2025,24109,2,2583
2025,24109,3,995
2025,24109,4+,1173
2025,24130,1,1126
2025,24130,2,1371
2025,24130,3,569
2025,24130,4+,678
2025,24133,1,920
2025,24133,2,1163
2025,24133,3,487
2025,24133,4+,581
2025,24134,1,3578
2025,24134,2,4052
2025,24134,3,1454
2025,24134,4+,1750
2025,24135,1,1365
2025,24135,2,1712
2025,24135,3,757
2025,24135,4+,985
2025,24137,1,570
2025,24137,2,826
2025,24137,3,365
2025,24137,4+,455
2025,31003,1,2063
2025,31003,2,2555
2025,31003,3,913
2025,31003,4+,1356
2025,31004,1,5284
2025,31004,2,3819
2025,31004,3,994
2025,31004,4+,1019
2025,31005,1,22247
2025,31005,2,18780
2025,31005,3,6711
2025,31005,4+,8455
2025,31006,1,1425
2025,31006,2,1924
2025,31006,3,644
2025,31006,4+,879
2025,31012,1,1761
2025,31012,2,2451
2025,31012,3,908
2025,31012,4+,1152
2025,31022,1,2880
2025,31022,2,3833
2025,31022,3,1474
2025,31022,4+,2125
2025,31033,1,3049
2025,31033,2,3327
2025,31033,3,1196
2025,31033,4+,1642
2025,31040,1,2747
2025,31040,2,3844
2025,31040,3,1505
2025,31040,4+,1983
2025,31042,1,329
2025,31042,2,466
2025,31042,3,170
2025,31042,4+,208
2025,31043,1,7149
2025,31043,2,6379
2025,31043,3,1635
2025,31043,4+,1627
2025,32003,1,2660
2025,32003,2,2614
2025,32003,3,1019
2025,32003,4+,1426
2025,32006,1,1375
2025,32006,2,1407
2025,32006,3,674
2025,32006,4+,919
2025,32010,1,1218
2025,32010,2,1453
2025,32010,3,579
2025,32010,4+,668
2025,32011,1,1525
2025,32011,2,2006
2025,32011,3,830
2025,32011,4+,1088
2025,32030,1,341
2025,32030,2,483
2025,32030,3,185
2025,32030,4+,287
2025,33011,1,5756
2025,33011,2,5619
2025,33011,3,1929
2025,33011,4+,2755
2025,33016,1,194
2025,33016,2,145
2025,33016,3,65
2025,33016,4+,86
2025,33021,1,2865
2025,33021,2,3073
2025,33021,3,1057
2025,33021,4+,1658
2025,33029,1,2590
2025,33029,2,2907
2025,33029,3,1124
2025,33029,4+,1614
2025,33037,1,1640
2025,33037,2,1915
2025,33037,3,761
2025,33037,4+,1094
2025,33039,1,1020
2025,33039,2,1252
2025,33039,3,463
2025,33039,4+,703
2025,33040,1,904
2025,33040,2,1246
2025,33040,3,477
2025,33040,4+,692
2025,33041,1,442
2025,33041,2,482
2025,33041,3,217
2025,33041,4+,333
2025,34002,1,1826
2025,34002,2,2349
2025,34002,3,948
2025,34002,4+,1351
2025,34003,1,1468
2025,34003,2,1567
2025,34003,3,628
2025,34003,4+,864
2025,34009,1,1580
2025,34009,2,1929
2025,34009,3,743
2025,34009,4+,1106
2025,34013,1,4296
2025,34013,2,4829
2025,34013,3,1671
2025,34013,4+,2465
2025,34022,1,13175
2025,34022,2,11444
2025,34022,3,4154
2025,34022,4+,6347
2025,34023,1,1910
2025,34023,2,2055
2025,34023,3,839
2025,34023,4+,1217
2025,34025,1,761
2025,34025,2,963
2025,34025,3,312
2025,34025,4+,497
2025,34027,1,5273
2025,34027,2,4989
2025,34027,3,2036
2025,34027,4+,2810
2025,34040,1,5608
2025,34040,2,6376
2025,34040,3,2304
2025,34040,4+,3221
2025,34041,1,4108
2025,34041,2,4981
2025,34041,3,1840
2025,34041,4+,2729
2025,34042,1,3226
2025,34042,2,3989
2025,34042,3,1534
2025,34042,4+,2182
2025,34043,1,269
2025,34043,2,315
2025,34043,3,128
2025,34043,4+,169
2025,35002,1,3027
2025,35002,2,3287
2025,35002,3,1053
2025,35002,4+,1203
2025,35005,1,1593
2025,35005,2,1960
2025,35005,3,802
2025,35005,4+,985
2025,35006,1,1620
2025,35006,2,2353
2025,35006,3,959
2025,35006,4+,1170
2025,35011,1,4788
2025,35011,2,3871
2025,35011,3,884
2025,35011,4+,1020
2025,35013,1,17952
2025,35013,2,11521
2025,35013,3,3458
2025,35013,4+,4330
2025,35014,1,1280
2025,35014,2,1635
2025,35014,3,663
2025,35014,4+,784
2025,35029,1,2785
2025,35029,2,2619
2025,35029,3,592
2025,35029,4+,657
2025,36006,1,1118
2025,36006,2,1593
2025,36006,3,612
2025,36006,4+,876
2025,36007,1,1503
2025,36007,2,1836
2025,36007,3,713
2025,36007,4+,974
2025,36008,1,4403
2025,36008,2,4476
2025,36008,3,1802
2025,36008,4+,2297
2025,36010,1,1142
2025,36010,2,1521
2025,36010,3,547
2025,36010,4+,882
2025,36011,1,1107
2025,36011,2,1400
2025,36011,3,609
2025,36011,4+,796
2025,36012,1,1385
2025,36012,2,1774
2025,36012,3,684
2025,36012,4+,1018
2025,36015,1,10269
2025,36015,2,9987
2025,36015,3,3894
2025,36015,4+,5398
2025,36019,1,1415
2025,36019,2,1696
2025,36019,3,692
2025,36019,4+,1054
2025,37002,1,946
2025,37002,2,1290
2025,37002,3,566
2025,37002,4+,771
2025,37007,1,1430
2025,37007,2,1804
2025,37007,3,647
2025,37007,4+,931
2025,37010,1,1015
2025,37010,2,1245
2025,37010,3,502
2025,37010,4+,695
2025,37011,1,754
2025,37011,2,1089
2025,37011,3,434
2025,37011,4+,565
2025,37012,1,604
2025,37012,2,838
2025,37012,3,355
2025,37012,4+,468
2025,37015,1,3033
2025,37015,2,3252
2025,37015,3,1182
2025,37015,4+,1683
2025,37017,1,1138
2025,37017,2,1402
2025,37017,3,676
2025,37017,4+,939
2025,37018,1,1741
2025,37018,2,2314
2025,37018,3,979
2025,37018,4+,1308
2025,37020,1,1244
2025,37020,2,1496
2025,37020,3,512
2025,37020,4+,777
2025,38002,1,625
2025,38002,2,643
2025,38002,3,303
2025,38002,4+,484
2025,38008,1,2608
2025,38008,2,2034
2025,38008,3,549
2025,38008,4+,617
2025,38014,1,4873
2025,38014,2,4814
2025,38014,3,898
2025,38014,4+,962
2025,38016,1,2704
2025,38016,2,2426
2025,38016,3,496
2025,38016,4+,501
2025,38025,1,2065
2025,38025,2,2009
2025,38025,3,753
2025,38025,4+,907
2025,41002,1,14743
2025,41002,2,13308
2025,41002,3,5412
2025,41002,4+,7418
2025,41011,1,2622
2025,41011,2,2926
2025,41011,3,1246
2025,41011,4+,1958
2025,41018,1,5147
2025,41018,2,5143
2025,41018,3,2305
2025,41018,4+,2688
2025,41024,1,2727
2025,41024,2,3060
2025,41024,3,1230
2025,41024,4+,1560
2025,41027,1,2543
2025,41027,2,2867
2025,41027,3,1298
2025,41027,4+,1534
2025,41034,1,2714
2025,41034,2,3017
2025,41034,3,1256
2025,41034,4+,1543
2025,41048,1,5606
2025,41048,2,5909
2025,41048,3,2489
2025,41048,4+,3371
2025,41063,1,1417
2025,41063,2,1563
2025,41063,3,735
2025,41063,4+,916
2025,41081,1,4539
2025,41081,2,4308
2025,41081,3,1726
2025,41081,4+,2132
2025,41082,1,2708
2025,41082,2,3194
2025,41082,3,1379
2025,41082,4+,1657
2025,42003,1,2142
2025,42003,2,2584
2025,42003,3,949
2025,42003,4+,1229
2025,42004,1,1906
2025,42004,2,2322
2025,42004,3,928
2025,42004,4+,1257
2025,42006,1,7522
2025,42006,2,7298
2025,42006,3,2763
2025,42006,4+,3654
2025,42008,1,3579
2025,42008,2,3776
2025,42008,3,1601
2025,42008,4+,2120
2025,42010,1,1675
2025,42010,2,2017
2025,42010,3,752
2025,42010,4+,1021
2025,42011,1,2812
2025,42011,2,2895
2025,42011,3,1299
2025,42011,4+,1711
2025,42023,1,1275
2025,42023,2,1797
2025,42023,3,669
2025,42023,4+,969
2025,42025,1,4317
2025,42025,2,4108
2025,42025,3,1592
2025,42025,4+,2177
2025,42026,1,1667
2025,42026,2,1867
2025,42026,3,783
2025,42026,4+,984
2025,42028,1,2671
2025,42028,2,3021
2025,42028,3,1282
2025,42028,4+,1957
2025,43002,1,2063
2025,43002,2,2391
2025,43002,3,906
2025,43002,4+,1150
2025,43005,1,3945
2025,43005,2,3539
2025,43005,3,1316
2025,43005,4+,1598
2025,43007,1,827
2025,43007,2,1027
2025,43007,3,389
2025,43007,4+,559
2025,43010,1,3397
2025,43010,2,4003
2025,43010,3,1580
2025,43010,4+,1937
2025,43014,1,850
2025,43014,2,1166
2025,43014,3,427
2025,43014,4+,578
2025,43018,1,1936
2025,43018,2,1879
2025,43018,3,845
2025,43018,4+,1116
2025,44012,1,1247
2025,44012,2,1746
2025,44012,3,669
2025,44012,4+,1016
2025,44013,1,2375
2025,44013,2,3037
2025,44013,3,1095
2025,44013,4+,1677
2025,44019,1,4561
2025,44019,2,5729
2025,44019,3,2353
2025,44019,4+,2980
2025,44020,1,1644
2025,44020,2,2121
2025,44020,3,829
2025,44020,4+,1071
2025,44021,1,49226
2025,44021,2,36567
2025,44021,3,14682
2025,44021,4+,22245
2025,44034,1,2598
2025,44034,2,3490
2025,44034,3,1432
2025,44034,4+,2073
2025,44040,1,1583
2025,44040,2,1705
2025,44040,3,742
2025,44040,4+,1071
2025,44043,1,3399
2025,44043,2,3793
2025,44043,3,1513
2025,44043,4+,2209
2025,44045,1,865
2025,44045,2,1028
2025,44045,3,455
2025,44045,4+,540
2025,44048,1,1586
2025,44048,2,1960
2025,44048,3,741
2025,44048,4+,979
2025,44052,1,1649
2025,44052,2,2051
2025,44052,3,888
2025,44052,4+,1272
2025,44064,1,1068
2025,44064,2,1300
2025,44064,3,458
2025,44064,4+,690
2025,44073,1,991
2025,44073,2,1233
2025,44073,3,506
2025,44073,4+,653
2025,44081,1,2012
2025,44081,2,2394
2025,44081,3,1006
2025,44081,4+,1386
2025,44083,1,6334
2025,44083,2,6896
2025,44083,3,2678
2025,44083,4+,3754
2025,44084,1,4000
2025,44084,2,4727
2025,44084,3,1811
2025,44084,4+,2412
2025,44085,1,3556
2025,44085,2,4356
2025,44085,3,1660
2025,44085,4+,2169
2025,45035,1,5296
2025,45035,2,4928
2025,45035,3,1991
2025,45035,4+,2593
2025,45041,1,4082
2025,45041,2,3424
2025,45041,3,1466
2025,45041,4+,2463
2025,45059,1,1969
2025,45059,2,2329
2025,45059,3,1040
2025,45059,4+,1174
2025,45060,1,931
2025,45060,2,1029
2025,45060,3,395
2025,45060,4+,584
2025,45061,1,650
2025,45061,2,961
2025,45061,3,419
2025,45061,4+,587
2025,45062,1,196
2025,45062,2,298
2025,45062,3,126
2025,45062,4+,157
2025,45063,1,811
2025,45063,2,1039
2025,45063,3,446
2025,45063,4+,585
2025,45064,1,673
2025,45064,2,972
2025,45064,3,362
2025,45064,4+,549
2025,45065,1,997
2025,45065,2,1264
2025,45065,3,513
2025,45065,4+,735
2025,45068,1,1918
2025,45068,2,2461
2025,45068,3,1019
2025,45068,4+,1398
2025,46003,1,6677
2025,46003,2,8108
2025,46003,3,3048
2025,46003,4+,4158
2025,46013,1,2156
2025,46013,2,2497
2025,46013,3,1027
2025,46013,4+,1491
2025,46014,1,5732
2025,46014,2,6071
2025,46014,3,2492
2025,46014,4+,3932
2025,46020,1,2477
2025,46020,2,3034
2025,46020,3,1248
2025,46020,4+,1725
2025,46021,1,12254
2025,46021,2,11050
2025,46021,3,4587
2025,46021,4+,7204
2025,46024,1,2587
2025,46024,2,3088
2025,46024,3,1224
2025,46024,4+,1569
2025,46025,1,4351
2025,46025,2,4636
2025,46025,3,1891
2025,46025,4+,2660
2025,71002,1,992
2025,71002,2,1223
2025,71002,3,558
2025,71002,4+,708
2025,71004,1,5333
2025,71004,2,6705
2025,71004,3,3027
2025,71004,4+,4447
2025,71011,1,2514
2025,71011,2,3054
2025,71011,3,1200
2025,71011,4+,1604
2025,71016,1,9045
2025,71016,2,9048
2025,71016,3,4122
2025,71016,4+,6031
2025,71017,1,1023
2025,71017,2,1271
2025,71017,3,575
2025,71017,4+,736
2025,71020,1,1278
2025,71020,2,1518
2025,71020,3,527
2025,71020,4+,787
2025,71022,1,14842
2025,71022,2,12783
2025,71022,3,4407
2025,71022,4+,5799
2025,71024,1,1518
2025,71024,2,2045
2025,71024,3,780
2025,71024,4+,1039
2025,71034,1,2477
2025,71034,2,2532
2025,71034,3,1004
2025,71034,4+,1328
2025,71037,1,1830
2025,71037,2,2526
2025,71037,3,1010
2025,71037,4+,1252
2025,71045,1,832
2025,71045,2,1094
2025,71045,3,483
2025,71045,4+,593
2025,71053,1,6853
2025,71053,2,6589
2025,71053,3,2615
2025,71053,4+,2909
2025,71057,1,2641
2025,71057,2,3038
2025,71057,3,1204
2025,71057,4+,1490
2025,71066,1,2631
2025,71066,2,3415
2025,71066,3,1398
2025,71066,4+,1819
2025,71067,1,941
2025,71067,2,1263
2025,71067,3,480
2025,71067,4+,545
2025,71069,1,1390
2025,71069,2,1756
2025,71069,3,749
2025,71069,4+,934
2025,71070,1,3793
2025,71070,2,4881
2025,71070,3,2181
2025,71070,4+,3248
2025,72003,1,1741
2025,72003,2,2197
2025,72003,3,825
2025,72003,4+,1123
2025,72004,1,2465
2025,72004,2,2616
2025,72004,3,1008
2025,72004,4+,1326
2025,72018,1,1391
2025,72018,2,2021
2025,72018,3,746
2025,72018,4+,1044
2025,72020,1,4407
2025,72020,2,5865
2025,72020,3,2134
2025,72020,4+,2756
2025,72021,1,3615
2025,72021,2,4014
2025,72021,3,1620
2025,72021,4+,2069
2025,72030,1,2108
2025,72030,2,2573
2025,72030,3,971
2025,72030,4+,1437
2025,72037,1,1820
2025,72037,2,2355
2025,72037,3,772
2025,72037,4+,1193
2025,72038,1,1478
2025,72038,2,1956
2025,72038,3,817
2025,72038,4+,1141
2025,72039,1,3358
2025,72039,2,4440
2025,72039,3,2002
2025,72039,4+,2882
2025,72041,1,2521
2025,72041,2,3157
2025,72041,3,1431
2025,72041,4+,1780
2025,72042,1,2652
2025,72042,2,3769
2025,72042,3,1477
2025,72042,4+,2131
2025,72043,1,4548
2025,72043,2,5514
2025,72043,3,1930
2025,72043,4+,2878
2025,73001,1,1444
2025,73001,2,1811
2025,73001,3,756
2025,73001,4+,962
2025,73006,1,4325
2025,73006,2,4994
2025,73006,3,2092
2025,73006,4+,2661
2025,73009,1,1543
2025,73009,2,1829
2025,73009,3,819
2025,73009,4+,840
2025,73022,1,864
2025,73022,2,1217
2025,73022,3,553
2025,73022,4+,604
2025,73032,1,1298
2025,73032,2,1521
2025,73032,3,635
2025,73032,4+,787
2025,73040,1,1036
2025,73040,2,1388
2025,73040,3,588
2025,73040,4+,704
2025,73042,1,3650
2025,73042,2,4371
2025,73042,3,1650
2025,73042,4+,1938
2025,73066,1,2042
2025,73066,2,2556
2025,73066,3,1131
2025,73066,4+,1404
2025,73083,1,4918
2025,73083,2,4908
2025,73083,3,2033
2025,73083,4+,2370
2025,73098,1,950
2025,73098,2,1240
2025,73098,3,483
2025,73098,4+,544
2025,73107,1,5145
2025,73107,2,5631
2025,73107,3,2631
2025,73107,4+,3598
2025,73109,1,593
2025,73109,2,670
2025,73109,3,282
2025,73109,4+,344
2026,11001,1,1839
2026,11001,2,2378
2026,11001,3,859
2026,11001,4+,1242
2026,11002,1,108876
2026,11002,2,62253
2026,11002,3,27594
2026,11002,4+,46063
2026,11004,1,1774
2026,11004,2,2082
2026,11004,3,827
2026,11004,4+,1237
2026,11005,1,2794
2026,11005,2,2338
2026,11005,3,1028
2026,11005,4+,1838
2026,11007,1,1705
2026,11007,2,1573
2026,11007,3,649
2026,11007,4+,1010
2026,11008,1,5351
2026,11008,2,6050
2026,11008,3,2285
2026,11008,4+,3210
2026,11009,1,3382
2026,11009,2,5012
2026,11009,3,1843
2026,11009,4+,2665
2026,11013,1,3499
2026,11013,2,3320
2026,11013,3,1218
2026,11013,4+,2024
2026,11016,1,2348
2026,11016,2,2943
2026,11016,3,1188
2026,11016,4+,1764
2026,11018,1,1498
2026,11018,2,1748
2026,11018,3,763
2026,11018,4+,1173
2026,11021,1,927
2026,11021,2,1243
2026,11021,3,484
2026,11021,4+,799
2026,11022,1,2396
2026,11022,2,3051
2026,11022,3,1075
2026,11022,4+,1784
2026,11023,1,3528
2026,11023,2,4405
2026,11023,3,1681
2026,11023,4+,2377
2026,11024,1,2739
2026,11024,2,3255
2026,11024,3,1276
2026,11024,4+,1976
2026,11025,1,943
2026,11025,2,1317
2026,11025,3,533
2026,11025,4+,738
2026,11029,1,4194
2026,11029,2,3645
2026,11029,3,1485
2026,11029,4+,2344
2026,11030,1,1563
2026,11030,2,1469
2026,11030,3,711
2026,11030,4+,958
2026,11035,1,2499
2026,11035,2,3174
2026,11035,3,1124
2026,11035,4+,1721
2026,11037,1,1815
2026,11037,2,2374
2026,11037,3,907
2026,11037,4+,1375
2026,11038,1,1070
2026,11038,2,1313
2026,11038,3,526
2026,11038,4+,782
2026,11039,1,2225
2026,11039,2,3301
2026,11039,3,1181
2026,11039,4+,1816
2026,11040,1,4600
2026,11040,2,5175
2026,11040,3,1965
2026,11040,4+,2892
2026,11044,1,2544
2026,11044,2,3060
2026,11044,3,1199
2026,11044,4+,1510
2026,11050,1,1386
2026,11050,2,1635
2026,11050,3,620
2026,11050,4+,917
2026,11052,1,1609
2026,11052,2,2013
2026,11052,3,757
2026,11052,4+,1193
2026,11053,1,2608
2026,11053,2,3422
2026,11053,3,1304
2026,11053,4+,1955
2026,11054,1,1640
2026,11054,2,2144
2026,11054,3,776
2026,11054,4+,1153
2026,11055,1,2789
2026,11055,2,3711
2026,11055,3,1249
2026,11055,4+,1955
2026,11056,1,2746
2026,11056,2,2949
2026,11056,3,1159
2026,11056,4+,1640
2026,11057,1,2163
2026,11057,2,2503
2026,11057,3,971
2026,11057,4+,1383
2026,12002,1,1530
2026,12002,2,1910
2026,12002,3,703
2026,12002,4+,989
2026,12005,1,1694
2026,12005,2,2308
2026,12005,3,904
2026,12005,4+,1410
2026,12007,1,3330
2026,12007,2,3614
2026,12007,3,1340
2026,12007,4+,1739
2026,12009,1,2411
2026,12009,2,2632
2026,12009,3,1078
2026,12009,4+,1564
2026,12014,1,6291
2026,12014,2,7263
2026,12014,3,2675
2026,12014,4+,3545
2026,12021,1,6784
2026,12021,2,5871
2026,12021,3,2200
2026,12021,4+,3057
2026,12025,1,13922
2026,12025,2,11655
2026,12025,3,4784
2026,12025,4+,8040
2026,12026,1,2925
2026,12026,2,3668
2026,12026,3,1466
2026,12026,4+,1996
2026,12029,1,2563
2026,12029,2,3044
2026,12029,3,1164
2026,12029,4+,1567
2026,12035,1,2454
2026,12035,2,3061
2026,12035,3,1256
2026,12035,4+,2019
2026,12040,1,3623
2026,12040,2,3657
2026,12040,3,1616
2026,12040,4+,2713
2026,12041,1,3330
2026,12041,2,4042
2026,12041,3,1656
2026,12041,4+,2371
2026,13001,1,1813
2026,13001,2,2032
2026,13001,3,798
2026,13001,4+,1170
2026,13002,1,407
2026,13002,2,511
2026,13002,3,180
2026,13002,4+,274
2026,13003,1,2926
2026,13003,2,3629
2026,13003,3,1492
2026,13003,4+,1998
2026,13004,1,2130
2026,13004,2,2790
2026,13004,3,1218
2026,13004,4+,1659
2026,13006,1,1172
2026,13006,2,1545
2026,13006,3,568
2026,13006,4+,887
2026,13008,1,6636
2026,13008,2,6476
2026,13008,3,2457
2026,13008,4+,3431
2026,13010,1,1432
2026,13010,2,1949
2026,13010,3,710
2026,13010,4+,930
2026,13011,1,4882
2026,13011,2,4791
2026,13011,3,1711
2026,13011,4+,2048
2026,13012,1,1388
2026,13012,2,1662
2026,13012,3,608
2026,13012,4+,687
2026,13013,1,1877
2026,13013,2,2349
2026,13013,3,1000
2026,13013,4+,1176
2026,13014,1,2632
2026,13014,2,3410
2026,13014,3,1319
2026,13014,4+,2008
2026,13016,1,1542
2026,13016,2,1784
2026,13016,3,681
2026,13016,4+,789
2026,13017,1,2456
2026,13017,2,3209
2026,13017,3,1181
2026,13017,4+,1619
2026,13019,1,2067
2026,13019,2,2782
2026,13019,3,977
2026,13019,4+,1433
2026,13021,1,1437
2026,13021,2,1682
2026,13021,3,633
2026,13021,4+,821
2026,13023,1,926
2026,13023,2,1285
2026,13023,3,521
2026,13023,4+,793
2026,13025,1,5587
2026,13025,2,6034
2026,13025,3,2287
2026,13025,4+,3111
2026,13029,1,1555
2026,13029,2,2034
2026,13029,3,780
2026,13029,4+,1049
2026,13031,1,1645
2026,13031,2,2305
2026,13031,3,891
2026,13031,4+,1343
2026,13035,1,1782
2026,13035,2,2500
2026,13035,3,963
2026,13035,4+,1342
2026,13036,1,1165
2026,13036,2,1919
2026,13036,3,718
2026,13036,4+,1084
2026,13037,1,1562
2026,13037,2,1789
2026,13037,3,772
2026,13037,4+,1192
2026,13040,1,8039
2026,13040,2,6900
2026,13040,3,2586
2026,13040,4+,3989
2026,13044,1,1107
2026,13044,2,1279
2026,13044,3,493
2026,13044,4+,657
2026,13046,1,1288
2026,13046,2,1883
2026,13046,3,688
2026,13046,4+,1097
2026,13049,1,3266
2026,13049,2,4077
2026,13049,3,1554
2026,13049,4+,2133
2026,13053,1,2363
2026,13053,2,2758
2026,13053,3,1035
2026,13053,4+,1330
2026,23002,1,4194
2026,23002,2,4399
2026,23002,3,2144
2026,23002,4+,3548
2026,23003,1,2510
2026,23003,2,3283
2026,23003,3,1680
2026,23003,4+,2905
2026,23009,1,245
2026,23009,2,331
2026,23009,3,131
2026,23009,4+,205
2026,23016,1,5628
2026,23016,2,5696
2026,23016,3,2734
2026,23016,4+,4398
2026,23023,1,934
2026,23023,2,1314
2026,23023,3,586
2026,23023,4+,817
2026,23024,1,1117
2026,23024,2,1387
2026,23024,3,587
2026,23024,4+,814
2026,23025,1,5570
2026,23025,2,4947
2026,23025,3,2446
2026,23025,4+,3815
2026,23027,1,6139
2026,23027,2,5635
2026,23027,3,2671
2026,23027,4+,3953
2026,23032,1,738
2026,23032,2,927
2026,23032,3,467
2026,23032,4+,603
2026,23033,1,1294
2026,23033,2,1387
2026,23033,3,745
2026,23033,4+,1225
2026,23038,1,1288
2026,23038,2,1757
2026,23038,3,834
2026,23038,4+,1188
2026,23039,1,1324
2026,23039,2,1443
2026,23039,3,623
2026,23039,4+,800
2026,23044,1,1714
2026,23044,2,1980
2026,23044,3,852
2026,23044,4+,1261
2026,23045,1,2467
2026,23045,2,2879
2026,23045,3,1151
2026,23045,4+,1777
2026,23047,1,1587
2026,23047,2,1571
2026,23047,3,988
2026,23047,4+,1895
2026,23050,1,2473
2026,23050,2,2866
2026,23050,3,1254
2026,23050,4+,1903
2026,23052,1,2587
2026,23052,2,2545
2026,23052,3,1069
2026,23052,4+,1607
2026,23060,1,1781
2026,23060,2,2005
2026,23060,3,894
2026,23060,4+,1448
2026,23062,1,2688
2026,23062,2,3185
2026,23062,3,1629
2026,23062,4+,2687
2026,23064,1,411
2026,23064,2,604
2026,23064,3,305
2026,23064,4+,441
2026,23077,1,3965
2026,23077,2,4481
2026,23077,3,2277
2026,23077,4+,3732
2026,23081,1,1356
2026,23081,2,1732
2026,23081,3,768
2026,23081,4+,1312
2026,23086,1,1991
2026,23086,2,2285
2026,23086,3,1052
2026,23086,4+,1574
2026,23088,1,5332
2026,23088,2,4921
2026,23088,3,2930
2026,23088,4+,5306
2026,23094,1,4633
2026,23094,2,3917
2026,23094,3,2375
2026,23094,4+,3989
2026,23096,1,2379
2026,23096,2,3401
2026,23096,3,1367
2026,23096,4+,2259
2026,23097,1,1281
2026,23097,2,1689
2026,23097,3,769
2026,23097,4+,1130
2026,23098,1,812
2026,23098,2,744
2026,23098,3,407
2026,23098,4+,587
2026,23099,1,1585
2026,23099,2,1384
2026,23099,3,870
2026,23099,4+,1573
2026,23100,1,621
2026,23100,2,606
2026,23100,3,296
2026,23100,4+,420
2026,23101,1,1959
2026,23101,2,2078
2026,23101,3,1236
2026,23101,4+,2027
2026,23102,1,2148
2026,23102,2,2067
2026,23102,3,1216
2026,23102,4+,1877
2026,23103,1,1690
2026,23103,2,1588
2026,23103,3,912
2026,23103,4+,1570
2026,23104,1,939
2026,23104,2,1401
2026,23104,3,610
2026,23104,4+,825
2026,23105,1,1354
2026,23105,2,1911
2026,23105,3,824
2026,23105,4+,1328
2026,24001,1,5283
2026,24001,2,4960
2026,24001,3,1863
2026,24001,4+,2305
2026,24007,1,1241
2026,24007,2,1769
2026,24007,3,662
2026,24007,4+,861
2026,24008,1,954
2026,24008,2,1062
2026,24008,3,395
2026,24008,4+,539
2026,24009,1,1187
2026,24009,2,1441
2026,24009,3,583
2026,24009,4+,1001
2026,24011,1,1257
2026,24011,2,1513
2026,24011,3,608
2026,24011,4+,975
2026,24014,1,1513
2026,24014,2,1945
2026,24014,3,834
2026,24014,4+,1280
2026,24016,1,1010
2026,24016,2,1177
2026,24016,3,530
2026,24016,4+,816
2026,24020,1,3749
2026,24020,2,3972
2026,24020,3,1462
2026,24020,4+,1957
2026,24028,1,700
2026,24028,2,982
2026,24028,3,425
2026,24028,4+,523
2026,24033,1,1925
2026,24033,2,2358
2026,24033,3,985
2026,24033,4+,1381
2026,24038,1,3086
2026,24038,2,3362
2026,24038,3,1201
2026,24038,4+,2112
2026,24041,1,820
2026,24041,2,971
2026,24041,3,427
2026,24041,4+,593
2026,24043,1,1249
2026,24043,2,1429
2026,24043,3,640
2026,24043,4+,927
2026,24045,1,1106
2026,24045,2,1404
2026,24045,3,629
2026,24045,4+,963
2026,24048,1,1466
2026,24048,2,2162
2026,24048,3,806
2026,24048,4+,1150
2026,24054,1,794
2026,24054,2,1290
2026,24054,3,486
2026,24054,4+,693
2026,24055,1,2619
2026,24055,2,2756
2026,24055,3,1316
2026,24055,4+,2024
2026,24059,1,2270
2026,24059,2,2497
2026,24059,3,985
2026,24059,4+,1362
2026,24062,1,24669
2026,24062,2,13892
2026,24062,3,4942
2026,24062,4+,7781
2026,24066,1,1678
2026,24066,2,2392
2026,24066,3,849
2026,24066,4+,1383
2026,24086,1,1182
2026,24086,2,1688
2026,24086,3,643
2026,24086,4+,1098
2026,24094,1,2087
2026,24094,2,2599
2026,24094,3,1073
2026,24094,4+,1626
2026,24104,1,2532
2026,24104,2,2458
2026,24104,3,1491
2026,24104,4+,2538
2026,24107,1,6302
2026,24107,2,5211
2026,24107,3,2115
2026,24107,4+,2910
2026,24109,1,1954
2026,24109,2,2582
2026,24109,3,976
2026,24109,4+,1199
2026,24130,1,1177
2026,24130,2,1362
2026,24130,3,553
2026,24130,4+,684
2026,24133,1,915
2026,24133,2,1171
2026,24133,3,472
2026,24133,4+,600
2026,24134,1,3623
2026,24134,2,4024
2026,24134,3,1401
2026,24134,4+,1798
2026,24135,1,1372
2026,24135,2,1723
2026,24135,3,731
2026,24135,4+,1007
2026,24137,1,582
2026,24137,2,837
2026,24137,3,368
2026,24137,4+,444
2026,31003,1,2109
2026,31003,2,2533
2026,31003,3,908
2026,31003,4+,1357
2026,31004,1,5424
2026,31004,2,3758
2026,31004,3,984
2026,31004,4+,1038
2026,31005,1,22286
2026,31005,2,18756
2026,31005,3,6614
2026,31005,4+,8462
2026,31006,1,1458
2026,31006,2,1940
2026,31006,3,653
2026,31006,4+,866
2026,31012,1,1776
2026,31012,2,2438
2026,31012,3,892
2026,31012,4+,1141
2026,31022,1,2892
2026,31022,2,3761
2026,31022,3,1461
2026,31022,4+,2161
2026,31033,1,3008
2026,31033,2,3342
2026,31033,3,1190
2026,31033,4+,1632
2026,31040,1,2802
2026,31040,2,3886
2026,31040,3,1472
2026,31040,4+,1990
2026,31042,1,320
2026,31042,2,471
2026,31042,3,176
2026,31042,4+,200
2026,31043,1,7189
2026,31043,2,6314
2026,31043,3,1601
2026,31043,4+,1651
2026,32003,1,2689
2026,32003,2,2642
2026,32003,3,1016
2026,32003,4+,1409
2026,32006,1,1384
2026,32006,2,1420
2026,32006,3,664
2026,32006,4+,903
2026,32010,1,1217
2026,32010,2,1436
2026,32010,3,574
2026,32010,4+,681
