jaar,niscode,aantal_huishoudleden,aantal
2034,73083,3,1914
2034,73083,4+,2456
2034,73098,1,983
2034,73098,2,1219
2034,73098,3,438
2034,73098,4+,538
2034,73107,1,5611
2034,73107,2,6207
2034,73107,3,2606
2034,73107,4+,3788
2034,73109,1,567
2034,73109,2,703
2034,73109,3,271
2034,73109,4+,331
2035,11001,1,1967
2035,11001,2,2292
2035,11001,3,839
2035,11001,4+,1319
2035,11002,1,112124
2035,11002,2,64448
2035,11002,3,30180
2035,11002,4+,47130
2035,11004,1,1935
2035,11004,2,2166
2035,11004,3,885
2035,11004,4+,1361
2035,11005,1,2900
2035,11005,2,2413
2035,11005,3,1201
2035,11005,4+,1999
2035,11007,1,1779
2035,11007,2,1456
2035,11007,3,718
2035,11007,4+,1182
2035,11008,1,5598
2035,11008,2,5735
2035,11008,3,2426
2035,11008,4+,3517
2035,11009,1,3791
2035,11009,2,5257
2035,11009,3,1929
2035,11009,4+,2776
2035,11013,1,3592
2035,11013,2,3400
2035,11013,3,1238
2035,11013,4+,2176
2035,11016,1,2502
2035,11016,2,3035
2035,11016,3,1161
2035,11016,4+,1814
2035,11018,1,1671
2035,11018,2,1895
2035,11018,3,832
2035,11018,4+,1267
2035,11021,1,921
2035,11021,2,1198
2035,11021,3,537
2035,11021,4+,796
2035,11022,1,2594
2035,11022,2,3146
2035,11022,3,1210
2035,11022,4+,1895
2035,11023,1,3808
2035,11023,2,4528
2035,11023,3,1689
2035,11023,4+,2555
2035,11024,1,2882
2035,11024,2,3297
2035,11024,3,1245
2035,11024,4+,2096
2035,11025,1,1041
2035,11025,2,1264
2035,11025,3,509
2035,11025,4+,792
2035,11029,1,4273
2035,11029,2,3781
2035,11029,3,1638
2035,11029,4+,2468
2035,11030,1,1738
2035,11030,2,1680
2035,11030,3,757
2035,11030,4+,979
2035,11035,1,2843
2035,11035,2,3249
2035,11035,3,1121
2035,11035,4+,1810
2035,11037,1,1916
2035,11037,2,2464
2035,11037,3,942
2035,11037,4+,1377
2035,11038,1,1141
2035,11038,2,1261
2035,11038,3,528
2035,11038,4+,872
2035,11039,1,2333
2035,11039,2,3100
2035,11039,3,1234
2035,11039,4+,2082
2035,11040,1,4717
2035,11040,2,5219
2035,11040,3,1996
2035,11040,4+,2970
2035,11044,1,2824
2035,11044,2,2989
2035,11044,3,1202
2035,11044,4+,1584
2035,11050,1,1486
2035,11050,2,1757
2035,11050,3,665
2035,11050,4+,1012
2035,11052,1,1731
2035,11052,2,2055
2035,11052,3,824
2035,11052,4+,1248
2035,11053,1,2833
2035,11053,2,3571
2035,11053,3,1447
2035,11053,4+,2048
2035,11054,1,1698
2035,11054,2,2107
2035,11054,3,822
2035,11054,4+,1256
2035,11055,1,3006
2035,11055,2,3807
2035,11055,3,1371
2035,11055,4+,2114
2035,11056,1,2961
2035,11056,2,2948
2035,11056,3,1237
2035,11056,4+,1771
2035,11057,1,2401
2035,11057,2,2726
2035,11057,3,1055
2035,11057,4+,1496
2035,12002,1,1616
2035,12002,2,1973
2035,12002,3,729
2035,12002,4+,989
2035,12005,1,1730
2035,12005,2,2236
2035,12005,3,1016
2035,12005,4+,1465
2035,12007,1,3798
2035,12007,2,3663
2035,12007,3,1373
2035,12007,4+,1781
2035,12009,1,2484
2035,12009,2,2706
2035,12009,3,1167
2035,12009,4+,1673
2035,12014,1,7020
2035,12014,2,7326
2035,12014,3,2706
2035,12014,4+,3688
2035,12021,1,7473
2035,12021,2,6034
2035,12021,3,2351
2035,12021,4+,3400
2035,12025,1,14609
2035,12025,2,12051
2035,12025,3,5206
2035,12025,4+,8390
2035,12026,1,3103
2035,12026,2,3777
2035,12026,3,1468
2035,12026,4+,2046
2035,12029,1,2808
2035,12029,2,3103
2035,12029,3,1275
2035,12029,4+,1746
2035,12035,1,2467
2035,12035,2,3100
2035,12035,3,1398
2035,12035,4+,2076
2035,12040,1,3974
2035,12040,2,3806
2035,12040,3,1761
2035,12040,4+,2920
2035,12041,1,3647
2035,12041,2,4198
2035,12041,3,1637
2035,12041,4+,2493
2035,13001,1,2068
2035,13001,2,2189
2035,13001,3,779
2035,13001,4+,1151
2035,13002,1,431
2035,13002,2,596
2035,13002,3,193
2035,13002,4+,284
2035,13003,1,3027
2035,13003,2,3820
2035,13003,3,1514
2035,13003,4+,2073
2035,13004,1,2284
2035,13004,2,2979
2035,13004,3,1193
2035,13004,4+,1720
2035,13006,1,1209
2035,13006,2,1554
2035,13006,3,649
2035,13006,4+,948
2035,13008,1,7297
2035,13008,2,6746
2035,13008,3,2621
2035,13008,4+,3698
2035,13010,1,1520
2035,13010,2,1839
2035,13010,3,708
2035,13010,4+,1001
2035,13011,1,5289
2035,13011,2,4849
2035,13011,3,1657
2035,13011,4+,2232
2035,13012,1,1575
2035,13012,2,1768
2035,13012,3,563
2035,13012,4+,762
2035,13013,1,1922
2035,13013,2,2455
2035,13013,3,948
2035,13013,4+,1275
2035,13014,1,2752
2035,13014,2,3354
2035,13014,3,1394
2035,13014,4+,2079
2035,13016,1,1762
2035,13016,2,1885
2035,13016,3,641
2035,13016,4+,833
2035,13017,1,2639
2035,13017,2,3276
2035,13017,3,1187
2035,13017,4+,1691
2035,13019,1,2268
2035,13019,2,2836
2035,13019,3,979
2035,13019,4+,1470
2035,13021,1,1506
2035,13021,2,1801
2035,13021,3,635
2035,13021,4+,814
2035,13023,1,997
2035,13023,2,1348
2035,13023,3,540
2035,13023,4+,776
2035,13025,1,6033
2035,13025,2,6164
2035,13025,3,2392
2035,13025,4+,3316
2035,13029,1,1613
2035,13029,2,2055
2035,13029,3,772
2035,13029,4+,1021
2035,13031,1,1709
2035,13031,2,2347
2035,13031,3,956
2035,13031,4+,1379
2035,13035,1,1929
2035,13035,2,2566
2035,13035,3,993
2035,13035,4+,1447
2035,13036,1,1259
2035,13036,2,1918
2035,13036,3,738
2035,13036,4+,1179
2035,13037,1,1752
2035,13037,2,1847
2035,13037,3,781
2035,13037,4+,1259
2035,13040,1,8498
2035,13040,2,6958
2035,13040,3,2959
2035,13040,4+,4637
2035,13044,1,1185
2035,13044,2,1294
2035,13044,3,498
2035,13044,4+,671
2035,13046,1,1439
2035,13046,2,1922
2035,13046,3,746
2035,13046,4+,1100
2035,13049,1,3531
2035,13049,2,4116
2035,13049,3,1587
2035,13049,4+,2214
2035,13053,1,2577
2035,13053,2,2833
2035,13053,3,1035
2035,13053,4+,1380
2035,23002,1,4307
2035,23002,2,4813
2035,23002,3,2374
2035,23002,4+,3661
2035,23003,1,2716
2035,23003,2,3496
2035,23003,3,1860
2035,23003,4+,3037
2035,23009,1,240
2035,23009,2,366
2035,23009,3,143
2035,23009,4+,173
2035,23016,1,5946
2035,23016,2,5964
2035,23016,3,2935
2035,23016,4+,4648
2035,23023,1,1001
2035,23023,2,1397
2035,23023,3,579
2035,23023,4+,821
2035,23024,1,1173
2035,23024,2,1422
2035,23024,3,563
2035,23024,4+,787
2035,23025,1,5819
2035,23025,2,5319
2035,23025,3,2545
2035,23025,4+,3997
2035,23027,1,6679
2035,23027,2,6016
2035,23027,3,3030
2035,23027,4+,4262
2035,23032,1,727
2035,23032,2,953
2035,23032,3,476
2035,23032,4+,665
2035,23033,1,1366
2035,23033,2,1428
2035,23033,3,836
2035,23033,4+,1238
2035,23038,1,1326
2035,23038,2,1843
2035,23038,3,858
2035,23038,4+,1215
2035,23039,1,1396
2035,23039,2,1439
2035,23039,3,608
2035,23039,4+,896
2035,23044,1,1730
2035,23044,2,2076
2035,23044,3,920
2035,23044,4+,1375
2035,23045,1,2727
2035,23045,2,2816
2035,23045,3,1254
2035,23045,4+,1900
2035,23047,1,1576
2035,23047,2,1756
2035,23047,3,1091
2035,23047,4+,1987
2035,23050,1,2668
2035,23050,2,3038
2035,23050,3,1271
2035,23050,4+,2062
2035,23052,1,2872
2035,23052,2,2601
2035,23052,3,1150
2035,23052,4+,1748
2035,23060,1,1886
2035,23060,2,2049
2035,23060,3,988
2035,23060,4+,1435
2035,23062,1,2686
2035,23062,2,3266
2035,23062,3,1779
2035,23062,4+,2685
2035,23064,1,432
2035,23064,2,652
2035,23064,3,283
2035,23064,4+,416
2035,23077,1,4127
2035,23077,2,4894
2035,23077,3,2562
2035,23077,4+,3930
2035,23081,1,1498
2035,23081,2,1740
2035,23081,3,883
2035,23081,4+,1405
2035,23086,1,2057
2035,23086,2,2319
2035,23086,3,1183
2035,23086,4+,1699
2035,23088,1,5767
2035,23088,2,5541
2035,23088,3,3336
2035,23088,4+,5848
2035,23094,1,4768
2035,23094,2,4040
2035,23094,3,2707
2035,23094,4+,4427
2035,23096,1,2491
2035,23096,2,3296
2035,23096,3,1402
2035,23096,4+,2164
2035,23097,1,1384
2035,23097,2,1767
2035,23097,3,759
2035,23097,4+,1116
2035,23098,1,881
2035,23098,2,927
2035,23098,3,487
2035,23098,4+,652
2035,23099,1,1508
2035,23099,2,1367
2035,23099,3,1010
2035,23099,4+,1541
2035,23100,1,564
2035,23100,2,615
2035,23100,3,282
2035,23100,4+,417
2035,23101,1,1966
2035,23101,2,2103
2035,23101,3,1300
2035,23101,4+,2095
2035,23102,1,2207
2035,23102,2,2390
2035,23102,3,1355
2035,23102,4+,2045
2035,23103,1,1674
2035,23103,2,1544
2035,23103,3,1031
2035,23103,4+,1605
2035,23104,1,946
2035,23104,2,1441
2035,23104,3,597
2035,23104,4+,882
2035,23105,1,1369
2035,23105,2,1951
2035,23105,3,885
2035,23105,4+,1383
2035,24001,1,5535
2035,24001,2,4947
2035,24001,3,1875
2035,24001,4+,2583
2035,24007,1,1335
2035,24007,2,1905
2035,24007,3,617
2035,24007,4+,867
2035,24008,1,1009
2035,24008,2,1092
2035,24008,3,396
2035,24008,4+,511
2035,24009,1,1244
2035,24009,2,1426
2035,24009,3,645
2035,24009,4+,1016
2035,24011,1,1391
2035,24011,2,1584
2035,24011,3,624
2035,24011,4+,1014
2035,24014,1,1594
2035,24014,2,2063
2035,24014,3,836
2035,24014,4+,1365
2035,24016,1,1090
2035,24016,2,1263
2035,24016,3,508
2035,24016,4+,801
2035,24020,1,4088
2035,24020,2,4036
2035,24020,3,1555
2035,24020,4+,2102
2035,24028,1,724
2035,24028,2,967
2035,24028,3,404
2035,24028,4+,555
2035,24033,1,2099
2035,24033,2,2458
2035,24033,3,988
2035,24033,4+,1434
2035,24038,1,3310
2035,24038,2,3578
2035,24038,3,1310
2035,24038,4+,2133
2035,24041,1,816
2035,24041,2,1036
2035,24041,3,434
2035,24041,4+,554
2035,24043,1,1293
2035,24043,2,1484
2035,24043,3,592
2035,24043,4+,935
2035,24045,1,1169
2035,24045,2,1481
2035,24045,3,622
2035,24045,4+,954
2035,24048,1,1568
2035,24048,2,2168
2035,24048,3,821
2035,24048,4+,1208
2035,24054,1,852
2035,24054,2,1306
2035,24054,3,465
2035,24054,4+,676
2035,24055,1,2744
2035,24055,2,2739
2035,24055,3,1405
2035,24055,4+,2148
2035,24059,1,2403
2035,24059,2,2653
2035,24059,3,947
2035,24059,4+,1462
2035,24062,1,25176
2035,24062,2,15308
2035,24062,3,5116
2035,24062,4+,7520
2035,24066,1,1886
2035,24066,2,2408
2035,24066,3,914
2035,24066,4+,1481
2035,24086,1,1287
2035,24086,2,1640
2035,24086,3,675
2035,24086,4+,1038
2035,24094,1,2257
2035,24094,2,2777
2035,24094,3,1036
2035,24094,4+,1690
2035,24104,1,2599
2035,24104,2,2251
2035,24104,3,1573
2035,24104,4+,2701
2035,24107,1,6747
2035,24107,2,5339
2035,24107,3,2269
2035,24107,4+,3108
2035,24109,1,2196
2035,24109,2,2679
2035,24109,3,971
2035,24109,4+,1199
2035,24130,1,1327
2035,24130,2,1347
2035,24130,3,529
2035,24130,4+,726
2035,24133,1,998
2035,24133,2,1195
2035,24133,3,456
2035,24133,4+,651
2035,24134,1,3961
2035,24134,2,3959
2035,24134,3,1409
2035,24134,4+,1906
2035,24135,1,1434
2035,24135,2,1708
2035,24135,3,740
2035,24135,4+,1037
2035,24137,1,633
2035,24137,2,878
2035,24137,3,290
2035,24137,4+,412
2035,31003,1,2272
2035,31003,2,2516
2035,31003,3,1005
2035,31003,4+,1400
2035,31004,1,6086
2035,31004,2,3709
2035,31004,3,1019
2035,31004,4+,1082
2035,31005,1,22980
2035,31005,2,18558
2035,31005,3,6427
2035,31005,4+,8779
2035,31006,1,1615
2035,31006,2,2099
2035,31006,3,628
2035,31006,4+,868
2035,31012,1,1982
2035,31012,2,2460
2035,31012,3,813
2035,31012,4+,1106
2035,31022,1,2975
2035,31022,2,3827
2035,31022,3,1560
2035,31022,4+,2235
2035,31033,1,3277
2035,31033,2,3305
2035,31033,3,1220
2035,31033,4+,1616
2035,31040,1,2997
2035,31040,2,3999
2035,31040,3,1545
2035,31040,4+,2099
2035,31042,1,312
2035,31042,2,492
2035,31042,3,157
2035,31042,4+,161
2035,31043,1,7362
2035,31043,2,5982
2035,31043,3,1496
2035,31043,4+,1785
2035,32003,1,2962
2035,32003,2,2784
2035,32003,3,1032
2035,32003,4+,1456
2035,32006,1,1430
2035,32006,2,1487
2035,32006,3,654
2035,32006,4+,852
2035,32010,1,1288
2035,32010,2,1433
2035,32010,3,551
2035,32010,4+,725
2035,32011,1,1658
2035,32011,2,2028
2035,32011,3,811
2035,32011,4+,1144
2035,32030,1,335
2035,32030,2,528
2035,32030,3,177
2035,32030,4+,234
2035,33011,1,5987
2035,33011,2,5574
2035,33011,3,1937
2035,33011,4+,2819
2035,33016,1,225
2035,33016,2,129
2035,33016,3,60
2035,33016,4+,76
2035,33021,1,3058
2035,33021,2,3134
2035,33021,3,1112
2035,33021,4+,1582
2035,33029,1,2724
2035,33029,2,2970
2035,33029,3,1201
2035,33029,4+,1665
2035,33037,1,1851
2035,33037,2,2076
2035,33037,3,804
2035,33037,4+,996
2035,33039,1,1092
2035,33039,2,1251
2035,33039,3,547
2035,33039,4+,684
2035,33040,1,869
2035,33040,2,1309
2035,33040,3,445
2035,33040,4+,657
2035,33041,1,417
2035,33041,2,492
2035,33041,3,226
2035,33041,4+,297
2035,34002,1,1997
2035,34002,2,2483
2035,34002,3,987
2035,34002,4+,1370
2035,34003,1,1550
2035,34003,2,1621
2035,34003,3,658
2035,34003,4+,986
2035,34009,1,1624
2035,34009,2,1922
2035,34009,3,743
2035,34009,4+,1172
2035,34013,1,4605
2035,34013,2,4999
2035,34013,3,1818
2035,34013,4+,2687
2035,34022,1,14112
2035,34022,2,11798
2035,34022,3,4300
2035,34022,4+,6666
2035,34023,1,1996
2035,34023,2,2021
2035,34023,3,898
2035,34023,4+,1394
2035,34025,1,790
2035,34025,2,983
2035,34025,3,355
2035,34025,4+,494
2035,34027,1,5784
2035,34027,2,5098
2035,34027,3,2231
2035,34027,4+,3062
2035,34040,1,5922
2035,34040,2,6596
2035,34040,3,2402
2035,34040,4+,3449
2035,34041,1,4070
2035,34041,2,4850
2035,34041,3,1872
2035,34041,4+,2860
2035,34042,1,3440
2035,34042,2,4007
2035,34042,3,1526
2035,34042,4+,2254
2035,34043,1,248
2035,34043,2,371
2035,34043,3,125
2035,34043,4+,133
2035,35002,1,3422
2035,35002,2,3405
2035,35002,3,1079
2035,35002,4+,1277
2035,35005,1,1757
2035,35005,2,2069
2035,35005,3,840
2035,35005,4+,1033
2035,35006,1,1667
2035,35006,2,2395
2035,35006,3,977
2035,35006,4+,1186
2035,35011,1,5205
2035,35011,2,4079
2035,35011,3,928
2035,35011,4+,1084
2035,35013,1,19055
2035,35013,2,11442
2035,35013,3,3336
2035,35013,4+,4504
2035,35014,1,1451
2035,35014,2,1644
2035,35014,3,618
2035,35014,4+,818
2035,35029,1,3002
2035,35029,2,2632
2035,35029,3,567
2035,35029,4+,704
2035,36006,1,1161
2035,36006,2,1659
2035,36006,3,623
2035,36006,4+,855
2035,36007,1,1568
2035,36007,2,1921
2035,36007,3,799
2035,36007,4+,1101
2035,36008,1,4624
2035,36008,2,4559
2035,36008,3,1833
2035,36008,4+,2543
2035,36010,1,1140
2035,36010,2,1512
2035,36010,3,618
2035,36010,4+,847
2035,36011,1,1186
2035,36011,2,1483
2035,36011,3,581
2035,36011,4+,818
2035,36012,1,1521
2035,36012,2,1725
2035,36012,3,758
2035,36012,4+,1043
2035,36015,1,11300
2035,36015,2,10831
2035,36015,3,4077
2035,36015,4+,5624
2035,36019,1,1509
2035,36019,2,1830
2035,36019,3,692
2035,36019,4+,1089
2035,37002,1,1018
2035,37002,2,1422
2035,37002,3,559
2035,37002,4+,810
2035,37007,1,1366
2035,37007,2,1776
2035,37007,3,657
2035,37007,4+,972
2035,37010,1,1228
2035,37010,2,1254
2035,37010,3,518
2035,37010,4+,690
2035,37011,1,728
2035,37011,2,1084
2035,37011,3,448
2035,37011,4+,551
2035,37012,1,634
2035,37012,2,895
2035,37012,3,301
2035,37012,4+,426
2035,37015,1,3315
2035,37015,2,3379
2035,37015,3,1190
2035,37015,4+,1692
2035,37017,1,1291
2035,37017,2,1552
2035,37017,3,644
2035,37017,4+,940
2035,37018,1,1946
2035,37018,2,2410
2035,37018,3,939
2035,37018,4+,1316
2035,37020,1,1253
2035,37020,2,1383
2035,37020,3,579
2035,37020,4+,816
2035,38002,1,685
2035,38002,2,674
2035,38002,3,314
2035,38002,4+,413
2035,38008,1,2753
2035,38008,2,2126
2035,38008,3,560
2035,38008,4+,658
2035,38014,1,5048
2035,38014,2,4773
2035,38014,3,879
2035,38014,4+,1008
2035,38016,1,3009
2035,38016,2,2535
2035,38016,3,497
2035,38016,4+,538
2035,38025,1,2243
2035,38025,2,2028
2035,38025,3,737
2035,38025,4+,976
2035,41002,1,15956
2035,41002,2,14053
2035,41002,3,5875
2035,41002,4+,8335
2035,41011,1,2737
2035,41011,2,3166
2035,41011,3,1405
2035,41011,4+,2085
2035,41018,1,5582
2035,41018,2,5318
2035,41018,3,2197
2035,41018,4+,2852
2035,41024,1,3096
2035,41024,2,3139
2035,41024,3,1219
2035,41024,4+,1692
2035,41027,1,2793
2035,41027,2,3069
2035,41027,3,1243
2035,41027,4+,1776
2035,41034,1,2968
2035,41034,2,3173
2035,41034,3,1255
2035,41034,4+,1612
2035,41048,1,6141
2035,41048,2,6039
2035,41048,3,2507
2035,41048,4+,3825
2035,41063,1,1589
2035,41063,2,1775
2035,41063,3,698
2035,41063,4+,975
2035,41081,1,4783
2035,41081,2,4399
2035,41081,3,1686
2035,41081,4+,2405
2035,41082,1,2776
2035,41082,2,3220
2035,41082,3,1258
2035,41082,4+,1858
2035,42003,1,2438
2035,42003,2,2700
2035,42003,3,974
2035,42003,4+,1223
2035,42004,1,2029
2035,42004,2,2339
2035,42004,3,904
2035,42004,4+,1290
2035,42006,1,8161
2035,42006,2,7481
2035,42006,3,2750
2035,42006,4+,3890
2035,42008,1,3801
2035,42008,2,3977
2035,42008,3,1690
2035,42008,4+,2126
2035,42010,1,1850
2035,42010,2,1927
2035,42010,3,716
2035,42010,4+,991
2035,42011,1,3222
2035,42011,2,2971
2035,42011,3,1366
2035,42011,4+,1863
2035,42023,1,1315
2035,42023,2,1788
2035,42023,3,651
2035,42023,4+,1036
2035,42025,1,4680
2035,42025,2,4058
2035,42025,3,1744
2035,42025,4+,2549
2035,42026,1,1789
2035,42026,2,1884
2035,42026,3,715
2035,42026,4+,1062
2035,42028,1,2779
2035,42028,2,3214
2035,42028,3,1387
2035,42028,4+,1981
2035,43002,1,2209
2035,43002,2,2474
2035,43002,3,959
2035,43002,4+,1253
2035,43005,1,4432
2035,43005,2,3659
2035,43005,3,1402
2035,43005,4+,1826
2035,43007,1,881
2035,43007,2,1030
2035,43007,3,387
2035,43007,4+,510
2035,43010,1,3711
2035,43010,2,3987
2035,43010,3,1572
2035,43010,4+,2070
2035,43014,1,879
2035,43014,2,1229
2035,43014,3,436
2035,43014,4+,590
2035,43018,1,2019
2035,43018,2,1891
2035,43018,3,887
2035,43018,4+,1310
2035,44012,1,1298
2035,44012,2,1828
2035,44012,3,653
2035,44012,4+,1061
2035,44013,1,2450
2035,44013,2,3254
2035,44013,3,1120
2035,44013,4+,1787
2035,44019,1,4913
2035,44019,2,6053
2035,44019,3,2335
2035,44019,4+,3148
2035,44020,1,1717
2035,44020,2,2102
2035,44020,3,760
2035,44020,4+,1119
2035,44021,1,50140
2035,44021,2,40070
2035,44021,3,16644
2035,44021,4+,23506
2035,44034,1,2882
2035,44034,2,3682
2035,44034,3,1458
2035,44034,4+,2051
2035,44040,1,1673
2035,44040,2,1764
2035,44040,3,722
2035,44040,4+,1139
2035,44043,1,3675
2035,44043,2,3935
2035,44043,3,1438
2035,44043,4+,2292
2035,44045,1,948
2035,44045,2,1017
2035,44045,3,427
2035,44045,4+,511
2035,44048,1,1717
2035,44048,2,2008
2035,44048,3,687
2035,44048,4+,971
2035,44052,1,1721
2035,44052,2,2094
2035,44052,3,857
2035,44052,4+,1244
2035,44064,1,1168
2035,44064,2,1293
2035,44064,3,426
2035,44064,4+,629
2035,44073,1,1065
2035,44073,2,1215
2035,44073,3,535
2035,44073,4+,707
2035,44081,1,2137
2035,44081,2,2367
2035,44081,3,1048
2035,44081,4+,1415
2035,44083,1,6666
2035,44083,2,7484
2035,44083,3,2646
2035,44083,4+,3608
2035,44084,1,4030
2035,44084,2,4885
2035,44084,3,1720
2035,44084,4+,2398
2035,44085,1,3787
2035,44085,2,4279
2035,44085,3,1697
2035,44085,4+,2248
2035,45035,1,5824
2035,45035,2,5191
2035,45035,3,1909
2035,45035,4+,2771
2035,45041,1,4276
2035,45041,2,3702
2035,45041,3,1667
2035,45041,4+,2435
2035,45059,1,2112
2035,45059,2,2461
2035,45059,3,969
2035,45059,4+,1310
2035,45060,1,1043
2035,45060,2,1043
2035,45060,3,398
2035,45060,4+,530
2035,45061,1,663
2035,45061,2,948
2035,45061,3,374
2035,45061,4+,518
2035,45062,1,209
2035,45062,2,282
2035,45062,3,79
2035,45062,4+,109
2035,45063,1,811
2035,45063,2,1072
2035,45063,3,482
2035,45063,4+,557
2035,45064,1,750
2035,45064,2,997
2035,45064,3,360
2035,45064,4+,525
2035,45065,1,1139
2035,45065,2,1275
2035,45065,3,484
2035,45065,4+,703
2035,45068,1,2153
2035,45068,2,2535
2035,45068,3,987
2035,45068,4+,1420
2035,46003,1,7407
2035,46003,2,8168
2035,46003,3,3205
2035,46003,4+,4541
2035,46013,1,2266
2035,46013,2,2558
2035,46013,3,1036
2035,46013,4+,1565
2035,46014,1,6163
2035,46014,2,6376
2035,46014,3,2750
2035,46014,4+,4030
2035,46020,1,2682
2035,46020,2,3089
2035,46020,3,1260
2035,46020,4+,1834
2035,46021,1,12927
2035,46021,2,11701
2035,46021,3,5294
2035,46021,4+,7941
2035,46024,1,2855
2035,46024,2,3118
2035,46024,3,1195
2035,46024,4+,1634
2035,46025,1,4589
2035,46025,2,4796
2035,46025,3,1986
2035,46025,4+,2920
2035,71002,1,1111
2035,71002,2,1346
2035,71002,3,568
2035,71002,4+,711
2035,71004,1,6029
2035,71004,2,7127
2035,71004,3,3021
2035,71004,4+,4339
2035,71011,1,2616
2035,71011,2,3056
2035,71011,3,1200
2035,71011,4+,1692
2035,71016,1,10102
2035,71016,2,9693
2035,71016,3,4249
2035,71016,4+,5964
2035,71017,1,1105
2035,71017,2,1253
2035,71017,3,538
2035,71017,4+,760
2035,71020,1,1428
2035,71020,2,1550
2035,71020,3,504
2035,71020,4+,730
2035,71022,1,15979
2035,71022,2,12943
2035,71022,3,4425
2035,71022,4+,6172
2035,71024,1,1524
2035,71024,2,2149
2035,71024,3,760
2035,71024,4+,974
2035,71034,1,2679
2035,71034,2,2635
2035,71034,3,1060
2035,71034,4+,1382
2035,71037,1,2063
2035,71037,2,2552
2035,71037,3,915
2035,71037,4+,1410
2035,71045,1,834
2035,71045,2,1082
2035,71045,3,428
2035,71045,4+,556
2035,71053,1,7558
2035,71053,2,6750
2035,71053,3,2484
2035,71053,4+,3249
2035,71057,1,2885
2035,71057,2,3131
2035,71057,3,1208
